lead_id,age,income,lead_source,website_visits,time_spent_on_site,pages_viewed,email_opened,previous_interaction,lead_score,industry,follow_up_calls,converted
410,50,34596,Social Media,10,4.65,6,0,1,27,Healthcare,1,1
411,25,53572,Paid Ad,14,0.62,9,0,1,99,Retail,0,1
412,61,98757,Paid Ad,18,2.06,4,0,0,79,Finance,4,1
413,61,21279,Organic,19,0.77,2,1,0,15,Education,2,0
414,22,83197,Email,9,5.89,11,1,0,58,Tech,3,1
415,56,131496,Social Media,7,1.15,11,0,0,80,Healthcare,0,1
416,21,82516,Paid Ad,3,2.49,9,1,1,53,Retail,4,1
417,23,27083,Organic,6,11.3,2,0,1,78,Retail,2,1
418,62,140674,Referral,2,1.14,10,0,0,15,Tech,1,0
419,49,140307,Social Media,6,3.54,9,1,1,14,Education,2,1
420,47,146457,Paid Ad,3,2.72,2,1,1,97,Finance,1,1
421,64,129397,Email,16,0.09,12,1,0,10,Education,1,0
422,52,37771,Organic,8,7.87,8,0,1,64,Education,0,1
423,57,49975,Paid Ad,2,0.36,9,0,1,78,Education,0,1
424,33,65648,Email,17,3.21,12,1,0,89,Tech,2,1
425,30,145641,Paid Ad,9,4.11,10,0,1,67,Tech,4,1
426,59,68285,Social Media,12,4.95,9,1,1,42,Finance,2,0
427,47,39063,Social Media,3,5.83,10,0,1,68,Education,3,1
428,36,87642,Social Media,11,1.46,9,1,0,98,Tech,1,0
429,34,110093,Organic,1,0.05,2,1,0,12,Finance,1,0
430,36,134390,Social Media,13,6.43,4,0,1,9,Finance,0,1
431,45,106143,Email,15,3.84,7,1,1,74,Education,4,1
432,43,57599,Paid Ad,5,9.04,12,1,1,81,Healthcare,0,0
433,54,71920,Referral,17,8.61,2,0,0,97,Education,3,0
434,43,48529,Email,6,9.27,1,1,0,40,Healthcare,2,1
435,40,55954,Email,11,3.32,3,0,0,49,Finance,2,0
436,26,47856,Social Media,18,2.03,12,1,1,86,Tech,4,1
437,29,22573,Organic,4,7.84,4,0,1,70,Retail,0,0
438,18,98344,Paid Ad,3,3.0,8,1,1,58,Finance,0,1
439,18,55367,Organic,13,1.01,6,1,1,38,Tech,3,1
440,64,122337,Paid Ad,9,9.65,11,1,1,2,Finance,2,1
441,51,126732,Paid Ad,6,10.71,2,1,0,75,Education,0,1
442,49,119608,Organic,12,3.14,9,0,1,6,Healthcare,4,0
443,42,80774,Email,2,0.39,14,0,1,48,Finance,2,1
444,57,43752,Paid Ad,3,2.45,2,0,1,25,Tech,3,0
445,62,75029,Organic,3,8.14,13,0,0,32,Education,4,0
446,18,37685,Paid Ad,12,11.6,12,0,1,47,Retail,1,1
447,33,71693,Referral,15,1.14,5,0,0,78,Education,3,0
448,56,136739,Email,9,0.35,12,0,0,1,Healthcare,4,1
449,22,75961,Social Media,8,10.49,4,1,0,70,Education,0,1
450,39,126937,Paid Ad,11,2.47,13,1,0,31,Retail,1,0
451,46,144956,Referral,16,3.9,7,1,0,3,Tech,3,0
452,20,96908,Social Media,4,17.22,8,1,1,19,Finance,0,1
453,29,145537,Social Media,1,0.34,5,0,1,35,Healthcare,1,0
454,43,146678,Paid Ad,7,5.23,10,0,0,31,Retail,2,0
455,33,94532,Organic,2,0.38,14,0,0,27,Healthcare,0,0
456,54,101994,Paid Ad,5,2.35,14,1,0,76,Education,4,1
457,39,76133,Referral,7,8.14,5,0,1,0,Healthcare,3,1
458,46,117425,Social Media,4,2.84,2,1,1,59,Retail,1,0
459,31,145055,Paid Ad,5,29.36,8,0,0,55,Finance,0,0
460,45,81268,Organic,1,4.09,14,0,1,34,Finance,2,1
461,22,112201,Paid Ad,1,1.94,2,0,1,29,Healthcare,3,0
462,64,58243,Email,15,1.24,10,0,0,53,Tech,3,1
463,47,77384,Organic,19,2.16,12,1,0,35,Healthcare,0,0
464,63,51653,Referral,10,2.33,6,1,1,54,Education,2,1
465,22,46657,Social Media,18,0.36,8,0,1,88,Finance,1,0
466,29,59952,Paid Ad,3,2.31,6,1,1,79,Finance,0,1
467,33,42180,Organic,11,3.12,4,0,0,57,Finance,1,0
468,43,117432,Email,15,6.41,13,0,0,82,Tech,3,1
469,43,141829,Organic,11,5.35,4,0,0,64,Tech,1,0
470,38,148377,Email,17,6.17,6,0,1,68,Retail,2,0
471,56,98411,Referral,17,0.04,14,1,1,50,Healthcare,4,0
472,53,21622,Social Media,6,1.23,13,0,0,21,Healthcare,2,0
473,50,68756,Referral,5,5.42,4,0,1,87,Education,1,1
474,47,60809,Paid Ad,8,3.31,8,1,0,52,Finance,0,0
475,54,36725,Organic,2,0.03,9,0,1,99,Tech,3,1
476,40,81396,Email,16,8.16,1,1,0,35,Education,4,1
477,27,71226,Email,12,7.41,13,0,1,67,Education,0,0
478,22,126296,Organic,6,3.98,4,0,1,35,Tech,0,1
479,53,101182,Organic,1,0.34,4,0,0,51,Healthcare,2,0
480,51,102565,Paid Ad,4,7.27,2,0,0,52,Finance,1,0
481,48,49402,Referral,17,4.38,6,0,0,81,Healthcare,2,1
482,27,24263,Email,13,7.62,3,0,0,49,Education,1,0
483,36,143489,Paid Ad,18,6.97,7,1,0,79,Finance,2,1
484,49,116523,Referral,5,8.12,13,0,1,40,Retail,0,1
485,18,66828,Paid Ad,3,3.65,11,1,0,17,Education,3,0
486,22,140824,Email,11,0.76,11,1,0,21,Healthcare,1,0
487,62,67924,Organic,13,5.56,5,0,0,65,Healthcare,4,1
488,21,94182,Organic,4,4.84,4,1,0,20,Healthcare,4,0
489,33,113065,Referral,14,6.78,5,0,0,99,Tech,0,0
490,41,79052,Social Media,11,0.93,8,1,1,43,Education,2,1
491,33,31664,Referral,10,1.08,3,0,0,46,Finance,2,0
492,19,55737,Social Media,19,11.06,14,1,0,38,Healthcare,0,1
493,45,121332,Paid Ad,18,6.93,7,1,0,28,Healthcare,4,1
494,49,109563,Paid Ad,6,11.94,14,0,1,53,Tech,4,0
495,44,49373,Email,15,7.11,6,1,1,89,Finance,2,1
496,37,137369,Social Media,10,4.55,12,0,0,84,Education,1,1
497,41,56397,Email,5,5.31,1,0,0,16,Retail,3,0
498,29,148575,Organic,5,11.0,13,0,1,79,Tech,1,1
499,52,106145,Social Media,10,4.32,7,0,1,59,Education,4,1
500,50,121371,Referral,5,5.0,14,0,1,30,Retail,1,0
501,50,58709,Organic,3,0.85,13,1,0,72,Healthcare,3,1
502,60,136074,Organic,6,3.21,7,1,0,94,Healthcare,1,0
503,54,81120,Referral,4,6.3,14,1,1,77,Finance,1,1
504,29,39250,Organic,18,1.58,12,0,0,48,Retail,1,0
505,20,41172,Social Media,9,1.13,1,1,1,1,Healthcare,1,0
506,18,31555,Email,17,1.88,9,1,1,47,Healthcare,0,0
507,50,107410,Organic,13,1.38,6,1,1,13,Finance,4,1
508,57,98617,Social Media,15,1.21,12,1,0,58,Education,3,0
509,27,73276,Paid Ad,17,2.77,2,1,1,96,Healthcare,4,1
510,60,77492,Social Media,13,11.92,5,0,1,98,Tech,0,1
511,61,73002,Email,16,3.54,13,0,0,57,Tech,0,0
512,46,140103,Social Media,4,1.04,11,1,1,57,Education,0,0
513,30,144938,Referral,5,0.4,4,0,0,50,Retail,0,0
514,29,109599,Email,5,5.96,7,0,1,83,Finance,1,1
515,48,92355,Paid Ad,9,2.41,8,1,0,1,Tech,4,1
516,63,111248,Referral,17,8.63,11,1,1,40,Tech,2,0
517,19,44762,Social Media,13,5.39,14,0,1,82,Education,3,1
518,52,31046,Email,2,7.95,11,1,1,81,Retail,0,0
519,40,116999,Paid Ad,13,1.59,1,0,1,15,Retail,4,0
520,34,144130,Referral,19,5.89,5,0,1,3,Education,0,0
521,43,136021,Paid Ad,3,1.53,3,1,0,11,Tech,0,0
522,25,48769,Social Media,10,13.99,1,0,0,28,Finance,0,1
523,46,73302,Paid Ad,2,5.06,12,0,1,6,Tech,0,0
524,43,43150,Organic,13,1.96,3,0,1,13,Retail,0,0
525,27,88247,Referral,19,1.57,14,1,1,11,Tech,3,0
526,43,24853,Paid Ad,17,1.06,6,1,0,98,Finance,4,1
527,51,114613,Social Media,14,5.93,14,1,0,4,Healthcare,0,1
528,58,140900,Social Media,12,1.23,7,1,1,80,Tech,0,1
529,24,109399,Paid Ad,12,4.52,8,0,0,31,Education,0,0
530,21,41792,Social Media,11,1.54,13,1,1,73,Healthcare,0,1
531,62,79129,Email,7,5.42,11,1,1,42,Education,1,1
532,28,126019,Email,4,8.44,4,1,1,80,Education,1,1
533,46,94478,Email,19,7.53,3,1,0,68,Education,2,1
534,53,133811,Organic,1,7.15,5,0,1,44,Tech,0,0
535,42,134130,Paid Ad,3,1.04,9,0,1,8,Retail,2,0
536,38,87298,Organic,13,0.46,13,0,1,48,Healthcare,3,1
537,53,51987,Social Media,15,6.0,6,1,0,32,Finance,2,1
538,27,35850,Organic,2,2.3,9,1,0,99,Retail,4,1
539,54,32112,Social Media,11,2.83,6,0,0,99,Tech,1,1
540,26,141789,Social Media,4,0.16,2,1,1,17,Education,1,1
541,41,44058,Referral,19,1.5,13,1,0,8,Finance,0,0
542,52,65420,Email,17,0.17,5,0,1,61,Healthcare,0,1
543,52,58890,Social Media,3,10.57,12,0,0,56,Retail,3,1
544,53,86017,Referral,18,1.39,11,1,1,28,Retail,3,1
545,35,67304,Email,8,4.07,9,1,0,77,Finance,4,0
546,56,52921,Social Media,19,0.2,8,1,1,24,Tech,0,0
547,49,125921,Social Media,5,5.5,7,0,0,14,Healthcare,0,0
548,41,21524,Organic,7,1.95,1,0,0,5,Finance,3,0
549,40,120424,Organic,8,11.41,4,0,0,41,Education,3,0
550,49,35048,Email,5,10.95,12,0,1,28,Healthcare,3,1
551,54,55111,Social Media,17,1.97,7,1,0,78,Retail,1,0
552,29,57904,Paid Ad,5,11.56,11,0,0,92,Finance,2,1
553,30,74912,Organic,4,27.81,7,0,0,3,Retail,2,0
554,40,54008,Email,19,8.73,6,1,0,81,Retail,0,0
555,42,20060,Social Media,2,9.32,8,1,1,56,Retail,1,0
556,52,94666,Social Media,11,1.43,11,1,0,48,Tech,3,0
557,58,103559,Paid Ad,13,4.3,13,0,1,43,Retail,0,0
558,47,75337,Email,15,0.35,6,1,1,79,Education,1,0
559,34,130616,Social Media,12,0.5,10,1,1,74,Education,4,1
560,37,33350,Organic,11,34.03,3,0,1,13,Healthcare,1,0
561,42,44354,Paid Ad,7,1.98,4,0,0,2,Retail,0,0
562,39,65186,Email,5,6.9,14,1,1,61,Retail,2,0
563,30,48145,Paid Ad,17,8.22,3,0,1,63,Finance,3,1
564,36,54020,Organic,9,9.76,1,1,1,44,Tech,4,1
565,53,106123,Email,14,30.22,10,1,1,81,Healthcare,1,1
566,29,126667,Paid Ad,12,1.38,5,0,0,57,Retail,0,0
567,58,95186,Referral,6,0.21,1,1,0,19,Finance,0,0
568,36,105469,Organic,17,2.65,1,0,1,57,Tech,3,0
569,29,40581,Organic,19,0.7,2,0,1,88,Healthcare,0,0
570,26,108929,Organic,19,0.11,13,0,1,56,Healthcare,0,0
571,24,43051,Referral,16,2.23,4,1,0,76,Retail,3,1
572,45,71474,Referral,12,7.66,6,0,0,67,Healthcare,4,1
573,31,111748,Social Media,12,4.18,8,0,0,77,Finance,2,1
574,48,145995,Paid Ad,6,1.88,13,1,0,96,Healthcare,2,1
575,36,134618,Social Media,4,5.31,3,1,0,91,Education,1,0
576,64,89626,Paid Ad,6,1.32,1,1,1,51,Finance,4,0
577,33,26960,Referral,11,0.07,3,1,0,36,Tech,1,0
578,22,55772,Referral,1,7.23,12,0,0,7,Tech,2,0
579,52,41520,Social Media,15,4.89,3,0,1,43,Retail,3,1
580,29,69481,Email,11,7.18,5,0,0,97,Retail,0,1
581,42,56408,Social Media,19,0.2,11,1,0,4,Education,2,0
582,38,114006,Paid Ad,18,9.07,12,1,0,68,Tech,4,1
583,53,148496,Social Media,17,4.83,12,0,1,30,Tech,2,1
584,40,77134,Organic,19,4.14,4,1,0,44,Tech,4,0
585,33,40491,Paid Ad,14,4.9,13,1,1,8,Tech,4,1
586,56,21341,Paid Ad,18,9.99,4,0,1,31,Healthcare,4,0
587,62,64623,Email,19,4.42,9,0,0,32,Finance,1,1
588,59,110327,Referral,15,4.35,7,1,0,66,Finance,3,1
589,56,20338,Paid Ad,15,23.38,4,1,0,29,Education,2,1
590,31,91431,Referral,4,7.07,3,1,0,75,Healthcare,3,1
591,48,32254,Social Media,7,2.92,6,0,1,28,Tech,0,0
592,22,71860,Organic,13,6.14,3,0,0,2,Tech,2,0
593,52,31344,Email,3,2.47,6,0,1,89,Retail,3,1
594,40,21750,Referral,16,1.3,11,0,1,56,Retail,3,0
595,46,74756,Paid Ad,9,4.54,13,0,1,29,Education,0,0
596,60,87957,Referral,8,13.17,11,1,1,8,Tech,4,1
597,28,125423,Paid Ad,13,13.24,13,1,1,25,Education,2,1
598,35,78053,Referral,17,2.09,13,1,0,1,Healthcare,2,1
599,64,90855,Paid Ad,17,3.75,12,0,1,61,Finance,0,0
600,29,35896,Social Media,17,1.19,9,0,1,2,Tech,4,0
601,26,75761,Paid Ad,1,27.17,6,0,0,45,Healthcare,2,0
602,27,82552,Paid Ad,8,19.85,12,1,0,67,Tech,2,1
603,61,140075,Organic,19,5.24,4,0,1,24,Retail,2,1
604,34,97454,Paid Ad,6,8.16,5,0,1,50,Education,4,0
605,55,146522,Organic,3,6.28,13,1,0,12,Retail,0,1
606,24,138681,Email,5,4.5,6,0,1,43,Finance,2,1
607,63,110600,Organic,13,0.27,11,1,0,34,Retail,3,1
608,30,142732,Social Media,15,3.03,3,0,0,54,Tech,4,0
609,57,132153,Organic,14,5.62,8,0,1,86,Retail,1,1
610,59,142926,Email,16,5.66,4,1,0,8,Tech,0,0
611,26,47935,Social Media,18,2.34,8,1,1,1,Finance,3,1
612,44,57641,Referral,11,14.21,10,1,1,60,Retail,2,0
613,19,49711,Referral,3,0.92,10,1,1,40,Education,1,1
614,22,90342,Organic,10,3.47,3,1,0,43,Education,0,0
615,46,126896,Organic,10,5.87,10,1,1,63,Education,4,1
616,54,32182,Email,16,5.97,7,0,0,30,Retail,1,0
617,55,107833,Email,12,5.23,11,0,1,46,Retail,1,0
618,36,76276,Paid Ad,2,1.61,13,1,1,1,Retail,3,0
619,25,39541,Email,9,0.85,12,0,0,95,Tech,0,1
620,62,114457,Paid Ad,3,5.05,9,1,1,81,Finance,3,1
621,18,102310,Social Media,15,4.57,4,0,1,76,Education,3,1
622,39,64813,Organic,3,0.99,8,1,0,68,Tech,2,1
623,34,57198,Social Media,19,6.11,3,0,0,57,Education,4,0
624,24,28820,Email,18,3.04,7,0,0,43,Tech,1,0
625,42,44070,Social Media,8,5.51,3,0,1,73,Retail,0,1
626,62,89768,Social Media,17,9.08,12,0,0,55,Education,4,1
627,21,31122,Social Media,8,0.93,7,0,0,42,Retail,4,1
628,53,100559,Email,7,0.1,14,1,1,88,Education,0,1
629,23,93543,Social Media,7,7.55,11,1,0,33,Healthcare,4,1
630,48,103441,Paid Ad,3,4.7,10,1,1,29,Tech,2,1
631,36,61786,Email,1,6.01,10,0,1,70,Healthcare,4,1
632,61,114934,Social Media,4,9.11,11,1,0,69,Tech,2,0
633,56,119804,Email,5,8.12,11,0,1,54,Finance,1,0
634,44,26737,Referral,1,16.21,6,0,0,66,Education,1,0
635,27,56062,Paid Ad,15,3.84,2,0,0,12,Finance,3,1
636,43,74237,Social Media,5,3.35,11,1,0,2,Finance,2,0
637,36,71571,Referral,13,2.57,3,0,0,25,Tech,1,0
638,56,45510,Referral,8,0.83,6,1,1,56,Healthcare,4,0
639,20,39426,Email,8,4.25,14,1,1,23,Retail,0,0
640,62,57265,Referral,5,1.62,4,0,0,52,Tech,0,0
641,30,37850,Paid Ad,9,12.71,6,0,0,69,Retail,2,0
642,45,138249,Paid Ad,1,4.38,1,1,1,42,Finance,3,1
643,37,86150,Organic,4,4.49,10,1,0,59,Retail,4,0
644,45,107312,Paid Ad,3,2.19,12,1,1,57,Healthcare,2,0
645,25,109613,Referral,2,0.27,1,1,0,48,Tech,0,0
646,58,94910,Paid Ad,8,0.16,3,1,1,41,Healthcare,2,0
647,56,72375,Email,9,2.75,8,1,1,75,Healthcare,4,1
648,18,141826,Organic,2,0.44,8,0,1,99,Tech,1,1
649,20,55435,Referral,14,4.67,11,1,0,65,Healthcare,4,1
650,30,116443,Organic,14,10.64,4,1,0,10,Education,1,0
651,45,77132,Referral,4,10.72,6,1,0,97,Education,1,1
652,42,98945,Email,6,5.38,8,1,0,89,Education,1,1
653,50,102050,Organic,11,1.19,7,0,0,17,Retail,2,1
654,55,149828,Social Media,3,9.94,11,0,1,84,Healthcare,0,0
655,23,115402,Referral,8,10.86,7,1,1,99,Tech,2,1
656,61,22983,Social Media,3,1.09,13,1,1,51,Tech,0,0
657,62,117241,Organic,14,6.69,4,1,1,45,Retail,4,0
658,49,40662,Social Media,13,1.69,9,0,1,43,Tech,3,0
659,62,43510,Social Media,13,8.11,12,0,1,21,Education,4,0
660,64,98187,Organic,2,29.46,10,0,1,52,Healthcare,2,0
661,38,60998,Email,13,0.15,6,0,0,58,Tech,2,0
662,33,76846,Social Media,19,11.38,14,0,1,93,Tech,0,0
663,38,114071,Social Media,6,4.87,12,0,0,29,Finance,2,0
664,28,26640,Email,16,18.13,11,1,1,7,Finance,1,0
665,54,64547,Social Media,2,3.13,3,0,1,97,Finance,2,1
666,53,74620,Social Media,8,9.4,5,0,0,56,Healthcare,0,1
667,52,35317,Social Media,17,0.32,5,1,1,72,Education,0,1
668,36,135608,Paid Ad,2,2.04,14,0,0,19,Education,1,0
669,37,27564,Email,10,0.35,5,1,1,24,Education,0,1
670,35,47345,Social Media,16,18.51,8,0,0,18,Healthcare,3,1
671,64,133824,Email,6,8.49,9,1,1,4,Healthcare,4,1
672,58,114223,Referral,2,9.57,13,1,0,74,Finance,2,1
673,31,143372,Referral,2,13.9,9,1,0,78,Tech,3,1
674,32,99273,Social Media,13,0.44,13,1,1,71,Retail,2,1
675,48,94859,Email,15,2.44,6,1,1,82,Retail,3,1
676,18,100765,Email,2,0.37,6,0,0,86,Tech,2,0
677,20,130017,Email,7,1.18,9,0,1,26,Finance,1,0
678,33,94038,Paid Ad,3,1.3,4,1,0,39,Tech,0,0
679,40,143618,Referral,8,3.17,6,1,1,95,Tech,0,1
680,28,72393,Email,14,1.56,4,1,0,25,Retail,1,1
681,29,86081,Email,7,0.53,11,0,1,26,Finance,3,0
682,27,145341,Paid Ad,7,0.92,1,1,0,61,Healthcare,4,1
683,49,122650,Paid Ad,1,0.8,7,1,1,82,Retail,3,1
684,33,49430,Email,17,18.07,14,1,0,49,Healthcare,0,1
685,25,95532,Organic,9,7.12,10,1,0,41,Finance,4,1
686,55,47788,Email,13,17.17,11,0,1,28,Tech,2,1
687,29,115505,Email,19,2.9,12,1,1,38,Education,4,1
688,41,68543,Paid Ad,19,1.63,6,1,0,59,Education,3,0
689,45,33919,Paid Ad,17,8.0,9,0,0,40,Finance,1,0
690,25,89346,Email,10,1.97,7,1,0,32,Education,2,1
691,45,116122,Email,10,1.78,13,1,0,82,Healthcare,3,1
692,53,59974,Email,4,1.32,7,0,1,82,Education,2,1
693,43,127309,Paid Ad,8,0.69,2,0,0,96,Finance,4,1
694,25,36371,Email,18,1.48,12,0,0,15,Finance,0,0
695,45,65084,Email,14,2.2,11,1,0,22,Healthcare,3,1
696,45,49629,Social Media,18,5.6,9,1,1,6,Education,1,0
697,54,71184,Organic,14,0.32,10,0,0,25,Education,4,0
698,58,81916,Referral,15,1.18,9,0,1,95,Tech,3,1
699,53,147293,Organic,4,8.28,6,0,1,11,Retail,1,0
700,44,93972,Social Media,13,0.79,13,1,1,71,Finance,3,0
701,34,82187,Referral,8,2.1,3,1,1,4,Tech,4,0
702,26,32984,Email,18,10.0,1,0,1,91,Finance,3,1
703,50,53039,Social Media,12,0.84,4,1,1,68,Tech,2,1
704,37,105431,Email,14,0.43,14,0,1,48,Retail,4,0
705,30,103691,Paid Ad,2,3.31,14,1,0,25,Tech,3,0
706,45,78606,Social Media,18,1.8,3,1,0,4,Finance,0,0
707,46,30616,Paid Ad,2,4.14,14,1,1,21,Education,3,0
708,30,122665,Social Media,11,8.14,12,1,0,78,Finance,2,1
709,63,125373,Social Media,9,0.74,1,0,0,12,Healthcare,1,0
710,52,70072,Paid Ad,12,4.35,3,1,1,27,Healthcare,1,0
711,23,44574,Referral,17,3.52,14,1,0,32,Healthcare,1,0
712,35,23430,Organic,15,0.78,14,0,1,22,Healthcare,0,1
713,22,139123,Email,17,4.89,4,1,0,96,Retail,2,1
714,64,32676,Social Media,18,1.6,13,0,1,17,Education,4,0
715,42,30816,Email,6,3.35,13,0,1,29,Education,1,0
716,19,52733,Paid Ad,17,0.43,14,1,0,25,Finance,2,0
717,27,105680,Email,18,3.08,8,1,0,15,Tech,3,0
718,47,22050,Paid Ad,8,1.83,9,0,1,76,Finance,0,1
719,62,129996,Email,9,8.64,3,0,1,38,Finance,2,1
720,22,53933,Organic,6,0.29,6,0,1,32,Finance,2,0
721,50,44951,Organic,5,2.71,10,1,0,25,Finance,4,0
722,18,52413,Organic,12,3.07,11,0,0,47,Education,2,0
723,35,54801,Organic,11,6.46,5,0,0,64,Tech,4,1
724,49,75619,Organic,1,4.27,6,0,0,37,Finance,0,0
725,64,52913,Organic,11,5.5,4,1,1,1,Education,0,1
726,28,132573,Paid Ad,19,7.5,10,0,1,5,Finance,3,1
727,38,139076,Social Media,9,9.91,6,1,1,45,Healthcare,4,1
728,43,60600,Email,2,1.88,7,1,1,49,Finance,4,1
729,42,77775,Organic,12,3.86,9,0,0,37,Finance,1,0
730,39,110816,Paid Ad,4,9.17,10,1,1,87,Retail,1,1
731,44,149972,Paid Ad,4,22.76,7,0,1,17,Healthcare,3,0
732,30,110093,Paid Ad,18,11.01,6,1,0,26,Tech,0,1
733,50,132590,Social Media,15,2.32,1,1,0,40,Finance,1,0
734,51,55400,Email,19,1.09,2,0,1,71,Tech,2,1
735,58,24494,Social Media,13,3.36,1,0,0,91,Healthcare,0,0
736,52,100688,Referral,19,6.77,9,0,1,73,Finance,2,1
737,18,142744,Paid Ad,17,3.39,10,1,0,16,Retail,4,1
738,38,109431,Referral,6,3.3,10,1,0,61,Education,0,1
739,23,94691,Organic,16,9.11,9,0,1,28,Retail,3,0
740,45,117419,Organic,12,2.24,7,0,0,57,Retail,4,0
741,34,128730,Social Media,19,9.82,13,1,1,69,Education,4,1
742,22,63001,Email,5,2.61,2,1,0,77,Education,2,0
743,48,87364,Referral,17,1.99,6,1,0,21,Education,4,1
744,22,144988,Email,1,3.03,11,0,0,5,Finance,1,0
745,55,65028,Social Media,10,7.19,4,1,0,25,Tech,0,0
746,20,127434,Organic,15,0.67,1,0,0,38,Tech,1,0
747,40,117659,Email,11,1.09,1,1,1,11,Education,2,1
748,54,57573,Email,13,15.13,12,1,0,98,Retail,2,1
749,54,20806,Organic,5,0.96,5,0,1,13,Healthcare,0,0
750,27,144343,Referral,1,4.19,12,0,0,21,Education,4,0
751,27,76638,Organic,12,4.33,2,0,1,50,Retail,3,0
752,36,148301,Email,11,3.36,4,1,0,22,Retail,2,0
753,34,146295,Referral,17,5.17,1,1,1,47,Finance,0,1
754,38,126506,Referral,4,1.31,4,1,1,70,Finance,3,0
755,31,49757,Organic,15,4.02,11,0,0,49,Tech,4,0
756,26,54636,Email,9,2.33,6,1,0,88,Tech,2,1
757,63,100097,Social Media,19,5.42,10,0,0,12,Healthcare,0,1
758,18,68280,Email,19,0.76,4,0,1,84,Healthcare,0,1
759,62,44262,Paid Ad,12,4.23,1,0,1,9,Healthcare,0,0
760,30,100435,Social Media,5,1.02,7,1,0,54,Healthcare,2,0
761,21,82211,Referral,10,1.63,14,1,0,8,Retail,3,0
762,18,74842,Social Media,17,1.23,2,0,1,78,Retail,0,0
763,57,148583,Referral,5,1.01,9,1,1,51,Tech,4,0
764,49,76979,Referral,16,8.74,13,0,0,1,Finance,0,0
765,51,134524,Social Media,7,1.68,3,0,1,24,Finance,3,0
766,45,101470,Referral,9,13.09,8,1,0,12,Education,2,1
767,48,58197,Referral,3,17.52,13,0,0,97,Retail,0,1
768,25,61844,Paid Ad,15,4.23,8,0,0,50,Healthcare,0,0
769,56,84754,Email,16,0.77,3,1,1,57,Healthcare,4,1
770,43,121868,Email,18,2.35,4,0,1,33,Education,4,0
771,51,54157,Paid Ad,14,7.99,2,0,1,34,Finance,0,0
772,20,97129,Social Media,3,2.29,4,0,1,2,Healthcare,0,0
773,29,60042,Organic,12,0.46,11,0,0,58,Finance,4,0
774,18,81665,Organic,9,4.07,11,0,1,69,Education,3,0
775,61,135512,Organic,7,9.33,11,0,0,47,Finance,1,1
776,22,136953,Paid Ad,9,7.95,14,0,0,63,Finance,1,0
777,47,102856,Paid Ad,13,0.96,9,1,0,18,Finance,0,1
778,47,47376,Referral,18,5.59,2,1,1,66,Healthcare,4,1
779,34,129049,Organic,5,1.25,12,0,0,81,Tech,2,1
780,64,75554,Social Media,13,1.23,12,0,0,72,Retail,2,0
781,40,34199,Social Media,4,10.36,13,1,1,75,Finance,1,1
782,32,138533,Organic,2,1.44,3,1,0,4,Finance,3,1
783,54,101412,Organic,16,1.53,11,1,1,66,Finance,1,1
784,38,70948,Organic,9,0.0,11,1,1,10,Tech,0,1
785,31,93781,Paid Ad,9,10.23,4,1,1,93,Education,3,1
786,19,92750,Paid Ad,6,7.87,5,0,0,67,Healthcare,2,1
787,28,86262,Paid Ad,11,4.94,1,1,1,68,Tech,4,1
788,56,137424,Email,1,6.94,7,1,1,0,Finance,4,0
789,55,66600,Social Media,4,0.82,14,1,1,90,Tech,0,1
790,51,96898,Social Media,13,3.07,10,0,1,91,Tech,1,0
791,55,82483,Referral,13,2.16,7,0,0,62,Tech,0,1
792,51,38297,Paid Ad,13,0.49,9,0,1,28,Education,4,0
793,35,50448,Email,2,3.33,4,0,0,81,Retail,2,1
794,47,46172,Email,9,12.68,14,0,1,11,Healthcare,4,0
795,32,62874,Social Media,8,0.2,14,0,0,76,Education,3,1
796,44,27657,Paid Ad,7,1.72,6,1,1,40,Education,4,0
797,51,104386,Referral,4,1.16,11,0,0,1,Retail,4,0
798,55,145617,Paid Ad,18,1.36,2,0,1,36,Education,3,1
799,50,45425,Organic,3,11.95,12,1,0,44,Tech,1,1
800,41,46685,Paid Ad,6,3.16,12,0,0,79,Tech,4,0
801,32,142000,Organic,12,3.14,14,1,0,47,Finance,0,0
802,47,132855,Organic,12,7.15,4,1,1,23,Education,4,0
803,59,44578,Referral,8,0.84,2,0,0,98,Finance,0,0
804,34,48831,Social Media,1,3.34,10,1,0,21,Healthcare,3,0
805,22,27906,Paid Ad,4,2.81,5,1,0,99,Tech,4,0
806,46,81413,Organic,11,4.54,7,1,0,10,Healthcare,3,1
807,21,74028,Paid Ad,3,38.62,13,1,1,57,Retail,3,0
808,27,27287,Social Media,13,7.34,1,0,0,45,Tech,1,1
809,34,53660,Social Media,17,2.54,10,1,0,28,Healthcare,4,0
810,27,95758,Email,10,8.79,10,0,0,34,Retail,0,0
811,34,80504,Social Media,12,0.94,7,1,1,14,Healthcare,0,0
812,37,79720,Referral,15,0.15,10,1,0,59,Retail,4,0
813,41,122979,Organic,10,1.14,13,1,0,94,Retail,1,0
814,22,54701,Email,14,2.08,6,0,0,41,Tech,1,0
815,51,103300,Referral,13,3.57,6,0,0,42,Finance,1,1
816,23,130177,Paid Ad,5,4.77,12,0,1,79,Retail,0,1
817,19,37674,Organic,6,12.07,8,1,0,73,Retail,3,1
818,30,103560,Social Media,2,3.57,8,1,0,48,Tech,1,0
819,60,131543,Organic,17,3.48,6,1,1,63,Finance,0,1
820,60,43874,Paid Ad,4,0.26,3,1,1,31,Education,0,1
